0枚听牌形
总数：0

1枚听牌形
总数：0

2枚听牌形
总数：0

3枚听牌形
总数：0

4枚听牌形
总数：0

5枚听牌形
总数：0

6枚听牌形
总数：0

7枚听牌形
1111222      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1666888      	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1666999      	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1777888      	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1777999      	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1888999      	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
2222333      	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2222444      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2223333      	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2223334      	待牌：2345     	单骑待牌：4        	双碰待牌：23       	两面待牌：235      
2223335      	待牌：45       	单骑待牌：5        	双碰待牌：0        	两面待牌：4        
2223336      	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：0        
2223337      	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
2223338      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
2223339      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
2223444      	待牌：12345    	单骑待牌：3        	双碰待牌：24       	两面待牌：1245     
2223555      	待牌：134      	单骑待牌：3        	双碰待牌：0        	两面待牌：14       
2223666      	待牌：134      	单骑待牌：3        	双碰待牌：0        	两面待牌：14       
2223777      	待牌：134      	单骑待牌：3        	双碰待牌：0        	两面待牌：14       
2223888      	待牌：134      	单骑待牌：3        	双碰待牌：0        	两面待牌：14       
2223999      	待牌：134      	单骑待牌：3        	双碰待牌：0        	两面待牌：14       
2224444      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2224445      	待牌：356      	单骑待牌：5        	双碰待牌：0        	两面待牌：36       
2224446      	待牌：56       	单骑待牌：6        	双碰待牌：0        	两面待牌：5        
2224447      	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
2224448      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
2224449      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
2224555      	待牌：346      	单骑待牌：4        	双碰待牌：0        	两面待牌：36       
2224666      	待牌：345      	单骑待牌：4        	双碰待牌：0        	两面待牌：35       
2224777      	待牌：34       	单骑待牌：4        	双碰待牌：0        	两面待牌：3        
2224888      	待牌：34       	单骑待牌：4        	双碰待牌：0        	两面待牌：3        
2224999      	待牌：34       	单骑待牌：4        	双碰待牌：0        	两面待牌：3        
2225556      	待牌：467      	单骑待牌：6        	双碰待牌：0        	两面待牌：47       
2225557      	待牌：67       	单骑待牌：7        	双碰待牌：0        	两面待牌：6        
2225558      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
2225559      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
2225666      	待牌：457      	单骑待牌：5        	双碰待牌：0        	两面待牌：47       
2225777      	待牌：56       	单骑待牌：5        	双碰待牌：0        	两面待牌：6        
2225888      	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：0        
2225999      	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：0        
2226667      	待牌：578      	单骑待牌：7        	双碰待牌：0        	两面待牌：58       
2226668      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
2226669      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
2226777      	待牌：568      	单骑待牌：6        	双碰待牌：0        	两面待牌：58       
2226888      	待牌：67       	单骑待牌：6        	双碰待牌：0        	两面待牌：7        
2226999      	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：0        
2227778      	待牌：689      	单骑待牌：8        	双碰待牌：0        	两面待牌：69       
2227779      	待牌：89       	单骑待牌：9        	双碰待牌：0        	两面待牌：8        
2227888      	待牌：679      	单骑待牌：7        	双碰待牌：0        	两面待牌：69       
2227999      	待牌：78       	单骑待牌：7        	双碰待牌：0        	两面待牌：8        
2228889      	待牌：79       	单骑待牌：9        	双碰待牌：0        	两面待牌：7        
2228999      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
2333444      	待牌：1234     	单骑待牌：2        	双碰待牌：34       	两面待牌：134      
2333555      	待牌：124      	单骑待牌：2        	双碰待牌：0        	两面待牌：14       
2333666      	待牌：124      	单骑待牌：2        	双碰待牌：0        	两面待牌：14       
2333777      	待牌：124      	单骑待牌：2        	双碰待牌：0        	两面待牌：14       
2333888      	待牌：124      	单骑待牌：2        	双碰待牌：0        	两面待牌：14       
2333999      	待牌：124      	单骑待牌：2        	双碰待牌：0        	两面待牌：14       
2444555      	待牌：23       	单骑待牌：2        	双碰待牌：0        	两面待牌：3        
2444666      	待牌：23       	单骑待牌：2        	双碰待牌：0        	两面待牌：3        
2444777      	待牌：23       	单骑待牌：2        	双碰待牌：0        	两面待牌：3        
2444888      	待牌：23       	单骑待牌：2        	双碰待牌：0        	两面待牌：3        
2444999      	待牌：23       	单骑待牌：2        	双碰待牌：0        	两面待牌：3        
2555666      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2555777      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2555888      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2555999      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2666777      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2666888      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2666999      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2777888      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2777999      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2888999      	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
3333444      	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
3333555      	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
3334444      	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
3334445      	待牌：3456     	单骑待牌：5        	双碰待牌：34       	两面待牌：346      
3334446      	待牌：56       	单骑待牌：6        	双碰待牌：0        	两面待牌：5        
3334447      	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
3334448      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
3334449      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
3334555      	待牌：23456    	单骑待牌：4        	双碰待牌：35       	两面待牌：2356     
3334666      	待牌：245      	单骑待牌：4        	双碰待牌：0        	两面待牌：25       
3334777      	待牌：245      	单骑待牌：4        	双碰待牌：0        	两面待牌：25       
3334888      	待牌：245      	单骑待牌：4        	双碰待牌：0        	两面待牌：25       
3334999      	待牌：245      	单骑待牌：4        	双碰待牌：0        	两面待牌：25       
3335555      	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
3335556      	待牌：467      	单骑待牌：6        	双碰待牌：0        	两面待牌：47       
3335557      	待牌：67       	单骑待牌：7        	双碰待牌：0        	两面待牌：6        
3335558      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
3335559      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
3335666      	待牌：457      	单骑待牌：5        	双碰待牌：0        	两面待牌：47       
3335777      	待牌：456      	单骑待牌：5        	双碰待牌：0        	两面待牌：46       
3335888      	待牌：45       	单骑待牌：5        	双碰待牌：0        	两面待牌：4        
3335999      	待牌：45       	单骑待牌：5        	双碰待牌：0        	两面待牌：4        
3336667      	待牌：578      	单骑待牌：7        	双碰待牌：0        	两面待牌：58       
3336668      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
3336669      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
3336777      	待牌：568      	单骑待牌：6        	双碰待牌：0        	两面待牌：58       
3336888      	待牌：67       	单骑待牌：6        	双碰待牌：0        	两面待牌：7        
3336999      	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：0        
3337778      	待牌：689      	单骑待牌：8        	双碰待牌：0        	两面待牌：69       
3337779      	待牌：89       	单骑待牌：9        	双碰待牌：0        	两面待牌：8        
3337888      	待牌：679      	单骑待牌：7        	双碰待牌：0        	两面待牌：69       
3337999      	待牌：78       	单骑待牌：7        	双碰待牌：0        	两面待牌：8        
3338889      	待牌：79       	单骑待牌：9        	双碰待牌：0        	两面待牌：7        
3338999      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
3444555      	待牌：2345     	单骑待牌：3        	双碰待牌：45       	两面待牌：245      
3444666      	待牌：235      	单骑待牌：3        	双碰待牌：0        	两面待牌：25       
3444777      	待牌：235      	单骑待牌：3        	双碰待牌：0        	两面待牌：25       
3444888      	待牌：235      	单骑待牌：3        	双碰待牌：0        	两面待牌：25       
3444999      	待牌：235      	单骑待牌：3        	双碰待牌：0        	两面待牌：25       
3555666      	待牌：34       	单骑待牌：3        	双碰待牌：0        	两面待牌：4        
3555777      	待牌：34       	单骑待牌：3        	双碰待牌：0        	两面待牌：4        
3555888      	待牌：34       	单骑待牌：3        	双碰待牌：0        	两面待牌：4        
3555999      	待牌：34       	单骑待牌：3        	双碰待牌：0        	两面待牌：4        
3666777      	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3666888      	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3666999      	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3777888      	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3777999      	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3888999      	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
4444555      	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
4444666      	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
4445555      	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
4445556      	待牌：4567     	单骑待牌：6        	双碰待牌：45       	两面待牌：457      
4445557      	待牌：67       	单骑待牌：7        	双碰待牌：0        	两面待牌：6        
4445558      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
4445559      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
4445666      	待牌：34567    	单骑待牌：5        	双碰待牌：46       	两面待牌：3467     
4445777      	待牌：356      	单骑待牌：5        	双碰待牌：0        	两面待牌：36       
4445888      	待牌：356      	单骑待牌：5        	双碰待牌：0        	两面待牌：36       
4445999      	待牌：356      	单骑待牌：5        	双碰待牌：0        	两面待牌：36       
4446666      	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
4446667      	待牌：578      	单骑待牌：7        	双碰待牌：0        	两面待牌：58       
4446668      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
4446669      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
4446777      	待牌：568      	单骑待牌：6        	双碰待牌：0        	两面待牌：58       
4446888      	待牌：567      	单骑待牌：6        	双碰待牌：0        	两面待牌：57       
4446999      	待牌：56       	单骑待牌：6        	双碰待牌：0        	两面待牌：5        
4447778      	待牌：689      	单骑待牌：8        	双碰待牌：0        	两面待牌：69       
4447779      	待牌：89       	单骑待牌：9        	双碰待牌：0        	两面待牌：8        
4447888      	待牌：679      	单骑待牌：7        	双碰待牌：0        	两面待牌：69       
4447999      	待牌：78       	单骑待牌：7        	双碰待牌：0        	两面待牌：8        
4448889      	待牌：79       	单骑待牌：9        	双碰待牌：0        	两面待牌：7        
4448999      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
4555666      	待牌：3456     	单骑待牌：4        	双碰待牌：56       	两面待牌：356      
4555777      	待牌：346      	单骑待牌：4        	双碰待牌：0        	两面待牌：36       
4555888      	待牌：346      	单骑待牌：4        	双碰待牌：0        	两面待牌：36       
4555999      	待牌：346      	单骑待牌：4        	双碰待牌：0        	两面待牌：36       
4666777      	待牌：45       	单骑待牌：4        	双碰待牌：0        	两面待牌：5        
4666888      	待牌：45       	单骑待牌：4        	双碰待牌：0        	两面待牌：5        
4666999      	待牌：45       	单骑待牌：4        	双碰待牌：0        	两面待牌：5        
4777888      	待牌：4        	单骑待牌：4        	双碰待牌：0        	两面待牌：0        
4777999      	待牌：4        	单骑待牌：4        	双碰待牌：0        	两面待牌：0        
4888999      	待牌：4        	单骑待牌：4        	双碰待牌：0        	两面待牌：0        
5555666      	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
5555777      	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
5556666      	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
5556667      	待牌：5678     	单骑待牌：7        	双碰待牌：56       	两面待牌：568      
5556668      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
5556669      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
5556777      	待牌：45678    	单骑待牌：6        	双碰待牌：57       	两面待牌：4578     
5556888      	待牌：467      	单骑待牌：6        	双碰待牌：0        	两面待牌：47       
5556999      	待牌：467      	单骑待牌：6        	双碰待牌：0        	两面待牌：47       
5557777      	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
5557778      	待牌：689      	单骑待牌：8        	双碰待牌：0        	两面待牌：69       
5557779      	待牌：89       	单骑待牌：9        	双碰待牌：0        	两面待牌：8        
5557888      	待牌：679      	单骑待牌：7        	双碰待牌：0        	两面待牌：69       
5557999      	待牌：678      	单骑待牌：7        	双碰待牌：0        	两面待牌：68       
5558889      	待牌：79       	单骑待牌：9        	双碰待牌：0        	两面待牌：7        
5558999      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
5666777      	待牌：4567     	单骑待牌：5        	双碰待牌：67       	两面待牌：467      
5666888      	待牌：457      	单骑待牌：5        	双碰待牌：0        	两面待牌：47       
5666999      	待牌：457      	单骑待牌：5        	双碰待牌：0        	两面待牌：47       
5777888      	待牌：56       	单骑待牌：5        	双碰待牌：0        	两面待牌：6        
5777999      	待牌：56       	单骑待牌：5        	双碰待牌：0        	两面待牌：6        
5888999      	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：0        
6666777      	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
6666888      	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
6667777      	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
6667778      	待牌：6789     	单骑待牌：8        	双碰待牌：67       	两面待牌：679      
6667779      	待牌：89       	单骑待牌：9        	双碰待牌：0        	两面待牌：8        
6667888      	待牌：56789    	单骑待牌：7        	双碰待牌：68       	两面待牌：5689     
6667999      	待牌：578      	单骑待牌：7        	双碰待牌：0        	两面待牌：58       
6668888      	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
6668889      	待牌：79       	单骑待牌：9        	双碰待牌：0        	两面待牌：7        
6668999      	待牌：78       	单骑待牌：8        	双碰待牌：0        	两面待牌：7        
6777888      	待牌：5678     	单骑待牌：6        	双碰待牌：78       	两面待牌：578      
6777999      	待牌：568      	单骑待牌：6        	双碰待牌：0        	两面待牌：58       
6888999      	待牌：67       	单骑待牌：6        	双碰待牌：0        	两面待牌：7        
7777888      	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
7777999      	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
7778888      	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
7778889      	待牌：789      	单骑待牌：9        	双碰待牌：78       	两面待牌：78       
7778999      	待牌：6789     	单骑待牌：8        	双碰待牌：79       	两面待牌：679      
7779999      	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
7888999      	待牌：6789     	单骑待牌：7        	双碰待牌：89       	两面待牌：689      
8888999      	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
8889999      	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
总数：282

8枚听牌形
11112222     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11112444     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11112555     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11112666     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11112777     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11112888     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11112999     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11113333     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11113444     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11113555     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11113666     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11113777     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11113888     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11113999     	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
11122224     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11122235     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11122245     	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
11122246     	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
11122256     	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
11122257     	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
11122267     	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
11122268     	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
11122278     	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
11122279     	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
11122289     	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
11124444     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11124555     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11124666     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11124777     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11124888     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11124999     	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11133334     	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
11133335     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11133346     	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
11133356     	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
11133357     	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
11133367     	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
11133368     	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
11133378     	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
11133379     	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
11133389     	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
11134444     	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
11134666     	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
11134777     	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
11134888     	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
11134999     	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
11135555     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11135666     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11135777     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11135888     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11135999     	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
11144445     	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
