0枚听牌形
总数：0

1枚听牌形
1            	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1133         	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1134         	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1135         	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1144         	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1145         	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1146         	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1155         	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：0        
1156         	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1157         	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1166         	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1167         	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1168         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1177         	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1178         	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1179         	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1188         	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1189         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1199         	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1223         	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：2        
1233         	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：3        
1234         	待牌：14       	单骑待牌：14       	双碰待牌：0        	两面待牌：0        
1235         	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：0        
1236         	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：0        
1237         	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
1238         	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
1239         	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
1244         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1255         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1266         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1277         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1288         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1299         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1344         	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1345         	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1355         	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1366         	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1377         	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1388         	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1399         	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1456         	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1567         	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1678         	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
1789         	待牌：1        	单骑待牌：1        	双碰待牌：0        	两面待牌：0        
2233         	待牌：23       	单骑待牌：0        	双碰待牌：23       	两面待牌：0        
2234         	待牌：25       	单骑待牌：2        	双碰待牌：0        	两面待牌：25       
2235         	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
2244         	待牌：24       	单骑待牌：0        	双碰待牌：24       	两面待牌：0        
2245         	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
2246         	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
2255         	待牌：25       	单骑待牌：0        	双碰待牌：25       	两面待牌：0        
2256         	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
2257         	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
2266         	待牌：26       	单骑待牌：0        	双碰待牌：26       	两面待牌：0        
2267         	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
2268         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
2277         	待牌：27       	单骑待牌：0        	双碰待牌：27       	两面待牌：0        
2278         	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
2279         	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
2288         	待牌：28       	单骑待牌：0        	双碰待牌：28       	两面待牌：0        
2289         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
2299         	待牌：29       	单骑待牌：0        	双碰待牌：29       	两面待牌：0        
2334         	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：3        
2344         	待牌：14       	单骑待牌：4        	双碰待牌：0        	两面待牌：14       
2345         	待牌：25       	单骑待牌：25       	双碰待牌：0        	两面待牌：0        
2346         	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：0        
2347         	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
2348         	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
2349         	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
2355         	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2366         	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2377         	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2388         	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2399         	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
2455         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2456         	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2466         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2477         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2488         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2499         	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
2567         	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2678         	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
2789         	待牌：2        	单骑待牌：2        	双碰待牌：0        	两面待牌：0        
3344         	待牌：34       	单骑待牌：0        	双碰待牌：34       	两面待牌：0        
3345         	待牌：36       	单骑待牌：3        	双碰待牌：0        	两面待牌：36       
3346         	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
3355         	待牌：35       	单骑待牌：0        	双碰待牌：35       	两面待牌：0        
3356         	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
3357         	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
3366         	待牌：36       	单骑待牌：0        	双碰待牌：36       	两面待牌：0        
3367         	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
3368         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
3377         	待牌：37       	单骑待牌：0        	双碰待牌：37       	两面待牌：0        
3378         	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
3379         	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
3388         	待牌：38       	单骑待牌：0        	双碰待牌：38       	两面待牌：0        
3389         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
3399         	待牌：39       	单骑待牌：0        	双碰待牌：39       	两面待牌：0        
3445         	待牌：4        	单骑待牌：4        	双碰待牌：0        	两面待牌：4        
3455         	待牌：25       	单骑待牌：5        	双碰待牌：0        	两面待牌：25       
3456         	待牌：36       	单骑待牌：36       	双碰待牌：0        	两面待牌：0        
3457         	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
3458         	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
3459         	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
3466         	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
3477         	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
3488         	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
3499         	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
3566         	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
3567         	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3577         	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
3588         	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
3599         	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
3678         	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
3789         	待牌：3        	单骑待牌：3        	双碰待牌：0        	两面待牌：0        
4455         	待牌：45       	单骑待牌：0        	双碰待牌：45       	两面待牌：0        
4456         	待牌：47       	单骑待牌：4        	双碰待牌：0        	两面待牌：47       
4457         	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
4466         	待牌：46       	单骑待牌：0        	双碰待牌：46       	两面待牌：0        
4467         	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
4468         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
4477         	待牌：47       	单骑待牌：0        	双碰待牌：47       	两面待牌：0        
4478         	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
4479         	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
4488         	待牌：48       	单骑待牌：0        	双碰待牌：48       	两面待牌：0        
4489         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
4499         	待牌：49       	单骑待牌：0        	双碰待牌：49       	两面待牌：0        
4556         	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：5        
4566         	待牌：36       	单骑待牌：6        	双碰待牌：0        	两面待牌：36       
4567         	待牌：47       	单骑待牌：47       	双碰待牌：0        	两面待牌：0        
4568         	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
4569         	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
4577         	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
4588         	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
4599         	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
4677         	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
4678         	待牌：4        	单骑待牌：4        	双碰待牌：0        	两面待牌：0        
4688         	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
4699         	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
4789         	待牌：4        	单骑待牌：4        	双碰待牌：0        	两面待牌：0        
5566         	待牌：56       	单骑待牌：0        	双碰待牌：56       	两面待牌：0        
5567         	待牌：58       	单骑待牌：5        	双碰待牌：0        	两面待牌：58       
5568         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
5577         	待牌：57       	单骑待牌：0        	双碰待牌：57       	两面待牌：0        
5578         	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
5579         	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
5588         	待牌：58       	单骑待牌：0        	双碰待牌：58       	两面待牌：0        
5589         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
5599         	待牌：59       	单骑待牌：0        	双碰待牌：59       	两面待牌：0        
5667         	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：6        
5677         	待牌：47       	单骑待牌：7        	双碰待牌：0        	两面待牌：47       
5678         	待牌：58       	单骑待牌：58       	双碰待牌：0        	两面待牌：0        
5679         	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
5688         	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
5699         	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
5788         	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
5789         	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：0        
5799         	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
6677         	待牌：67       	单骑待牌：0        	双碰待牌：67       	两面待牌：0        
6678         	待牌：69       	单骑待牌：6        	双碰待牌：0        	两面待牌：69       
6679         	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
6688         	待牌：68       	单骑待牌：0        	双碰待牌：68       	两面待牌：0        
6689         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
6699         	待牌：69       	单骑待牌：0        	双碰待牌：69       	两面待牌：0        
6778         	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：7        
6788         	待牌：58       	单骑待牌：8        	双碰待牌：0        	两面待牌：58       
6789         	待牌：69       	单骑待牌：69       	双碰待牌：0        	两面待牌：0        
6799         	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
6899         	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
7788         	待牌：78       	单骑待牌：0        	双碰待牌：78       	两面待牌：0        
7789         	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：7        
7799         	待牌：79       	单骑待牌：0        	双碰待牌：79       	两面待牌：0        
7889         	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：8        
7899         	待牌：69       	单骑待牌：9        	双碰待牌：0        	两面待牌：69       
8899         	待牌：89       	单骑待牌：0        	双碰待牌：89       	两面待牌：0        
总数：177

5枚听牌形
11223        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
11233        	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
12233        	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
12234        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
12334        	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
12335        	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
12345        	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
12346        	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
12356        	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
12357        	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
12367        	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
12368        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
12378        	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
12379        	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
12389        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
12456        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
12567        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
12678        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
12789        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
13345        	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
13456        	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
13567        	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
13678        	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
13789        	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
22334        	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
22344        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
23344        	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
23345        	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
23445        	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
23446        	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
23456        	待牌：147      	单骑待牌：0        	双碰待牌：0        	两面待牌：147      
23457        	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
23467        	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
23468        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
23478        	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
23479        	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
23489        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
23567        	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
23678        	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
23789        	待牌：14       	单骑待牌：0        	双碰待牌：0        	两面待牌：14       
24456        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
24567        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
24678        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
24789        	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
33445        	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
33455        	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
34455        	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
34456        	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
34556        	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
34557        	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
34567        	待牌：258      	单骑待牌：0        	双碰待牌：0        	两面待牌：258      
34568        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
34578        	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
34579        	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
34589        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
34678        	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
34789        	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
35567        	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
35678        	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
35789        	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
44556        	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
44566        	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
45566        	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
45567        	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
45667        	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
45668        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
45678        	待牌：369      	单骑待牌：0        	双碰待牌：0        	两面待牌：369      
45679        	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
45689        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
45789        	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
46678        	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
46789        	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
55667        	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
55677        	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
56677        	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
56678        	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
56778        	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
56779        	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
56789        	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
57789        	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
66778        	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
66788        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
67788        	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
67789        	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
67889        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
77889        	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
77899        	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
78899        	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
总数：88

6枚听牌形
总数：0

7枚听牌形
1122334      	待牌：14       	单骑待牌：14       	双碰待牌：0        	两面待牌：14       
1122335      	待牌：5        	单骑待牌：5        	双碰待牌：0        	两面待牌：0        
1122336      	待牌：6        	单骑待牌：6        	双碰待牌：0        	两面待牌：0        
1122337      	待牌：7        	单骑待牌：7        	双碰待牌：0        	两面待牌：0        
1122338      	待牌：8        	单骑待牌：8        	双碰待牌：0        	两面待牌：0        
1122339      	待牌：9        	单骑待牌：9        	双碰待牌：0        	两面待牌：0        
1122344      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1122345      	待牌：12       	单骑待牌：0        	双碰待牌：12       	两面待牌：0        
1122355      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1122366      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1122377      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1122388      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1122399      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1122456      	待牌：12       	单骑待牌：0        	双碰待牌：12       	两面待牌：0        
1122567      	待牌：12       	单骑待牌：0        	双碰待牌：12       	两面待牌：0        
1122678      	待牌：12       	单骑待牌：0        	双碰待牌：12       	两面待牌：0        
1122789      	待牌：12       	单骑待牌：0        	双碰待牌：12       	两面待牌：0        
1123344      	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1123345      	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123355      	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1123366      	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1123377      	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1123388      	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1123399      	待牌：2        	单骑待牌：0        	双碰待牌：0        	两面待牌：2        
1123445      	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1123446      	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1123455      	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：0        
1123456      	待牌：147      	单骑待牌：1        	双碰待牌：0        	两面待牌：147      
1123457      	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1123466      	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1123467      	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1123468      	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1123477      	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1123478      	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1123479      	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1123488      	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1123489      	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1123499      	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1123567      	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123678      	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123789      	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1124456      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124567      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124678      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124789      	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1133445      	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133455      	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133456      	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133567      	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133678      	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133789      	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1134455      	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1134456      	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134556      	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1134557      	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1134566      	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
